"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_verified","is_magnitude_regional","is_magnitude_citywide","is_magnitude_citycenter","is_magnitude_transit","is_magnitude_mainstreet","is_type_eliminated","is_type_reduced","is_type_maximums","is_uses_alluses","is_uses_residential","is_uses_commercial","is_uses_lowdensity","is_uses_multifamily","is_no_mandate_city","population","is_notable","is_recent","citation_url","lat","long","id","magnitude_encoded","border_encoded","land_use_encoded","population_encoded","city_search","is_special"
"Byesville","OH","US","Parking requirements are reduced in the DE Downtown Enterprise District.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","June 5, 2024, 10:40:21 AM PDT",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2364,"false","false","https://parkingreform.org/mandates-map/city_detail/Byesville_OH.html",39.9697942,-81.5365108,"ByesvilleOHUS","City Center","City Center","building",0.2,"Byesville, OH","not_special_icon"
"Byron","MN","US","Commercial uses in the downtown commercial area, as identified by the Byron Comprehensive Plan are exempt from parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Orion Roen","","January 21, 2024, 4:05:28 PM PST",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6312,"false","false","https://parkingreform.org/mandates-map/city_detail/Byron_MN.html",44.0325922,-92.6454395,"ByronMNUS","City Center","City Center","building",0.2,"Byron, MN","not_special_icon"
"Cabot","AR","US","The C-1: Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,26569,"false","false","https://parkingreform.org/mandates-map/city_detail/Cabot_AR.html",34.974532,-92.0165336,"CabotARUS","City Center","City Center All","city",0.2,"Cabot, AR","not_special_icon"
"Cache","OK","US","The Downtown Business District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","May 15, 2024, 12:40:13 PM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2930,"false","false","https://parkingreform.org/mandates-map/city_detail/Cache_OK.html",34.6295165,-98.6286741,"CacheOKUS","City Center","City Center All","city",0.2,"Cache, OK","not_special_icon"
"Cadillac","MI","US","The B-2 zone, as well as commercial uses in any zone which abut off-street public parking located within the B-2 zone are exempt from minimum parking requirements. This exemption does not apply to overnight lodging uses.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Residential, Other","Samuel Deetz","","January 4, 2024, 11:22:24 AM PST",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,10371,"false","false","https://parkingreform.org/mandates-map/city_detail/Cadillac_MI.html",44.2519526,-85.4011619,"CadillacMIUS","City Center","City Center","laptop",0.2,"Cadillac, MI","not_special_icon"
"Cadiz","OH","US","The Downtown Architectural District (A-1) is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","June 5, 2024, 11:19:29 AM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3051,"false","false","https://parkingreform.org/mandates-map/city_detail/Cadiz_OH.html",40.2728452,-80.9967628,"CadizOHUS","City Center","City Center All","city",0.2,"Cadiz, OH","not_special_icon"
"Cadott","WI","US","Areas which are located within the fire zone as designated on the Official Map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1493,"false","false","https://parkingreform.org/mandates-map/city_detail/Cadott_WI.html",44.9480187,-91.1507031,"CadottWIUS","City Center","City Center All","city",0.2,"Cadott, WI","not_special_icon"
"Caledonia Charter Township","MI","US","Parking maximums are set at 110% of the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","March 14, 2024, 1:33:49 PM PDT",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15811,"false","false","https://parkingreform.org/mandates-map/city_detail/CaledoniaCharterTownship_MI.html",42.8121694,-85.4875643,"Caledonia Charter TownshipMIUS","Citywide","Citywide All","city",0.2,"Caledonia Charter Township, MI","not_special_icon"
"Calgary","AB","CA","The City of Calgary has removed minimum parking requirements for non-residential uses from the Land Use Bylaw.","Implemented","Eliminate Parking Minimums","Citywide","Commercial, Industrial","Bobby Siemiaszko","","November 28, 2023, 11:47:03 AM PST",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1335145,"","","https://parkingreform.org/mandates-map/city_detail/Calgary_AB.html",51.0460954,-114.065465,"CalgaryABCA","Citywide","Citywide","building",1,"Calgary, AB","not_special_icon"
"California","CA","US","AB2097, signed into law in September 2022, prohibits cities and counties from enforcing parking mandates within 1/2 mile of high quality transit service. There are avenues for city's to enforce multi-family residential mandates on a case-by-case basis, but also a backup exemption for developments which include affordable housing.

Previous California laws limited local parking mandates. 

Senate Bill 35, adopted in 2017, has streamlined the approval of thousands of affordable homes near transit. The law grants these projects relief from local parking mandates.

Senate Bill 9 signed into law in 2021, makes it legal statewide to build up to four homes on most lots that are currently zoned for single-family homes only. Cities cannot require more than one parking space per home for projects built under the law.","Implemented","Eliminate Parking Minimums","Regional, Transit Oriented","All Uses","Patrick Siegman","","November 28, 2023, 11:47:04 AM PST",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,39700000,"false","false","https://parkingreform.org/mandates-map/city_detail/California_CA.html",36,-118.7088613,"CaliforniaCAUS","Regional","TOD","city",1,"California, CA","not_special_icon"
"Calmar","IA","US","No off-street parking is required in the C-1 General Commercial District, except for dwelling units above a store or shop, hotels and motels, and funeral homes.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1125,"false","false","https://parkingreform.org/mandates-map/city_detail/Calmar_IA.html",43.1828024,-91.86481,"CalmarIAUS","City Center","City Center","building",0.2,"Calmar, IA","not_special_icon"
"Calumet","MI","US","There are no parking minimums and the Village has parking maximums. ","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Nani Wolf","Apr 21, 2022","March 9, 2024, 9:18:08 AM PST",1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,621,"false","false","https://parkingreform.org/mandates-map/city_detail/Calumet_MI.html",47.246592,-88.454006,"CalumetMIUS","Citywide","Citywide All","city",0.2,"Calumet, MI","not_special_icon"
"Calumet City","IL","US","Within the MU Mixed-Use Overlay District, off-street parking is not required for commercial uses abutting the sidewalk unless the use exceeds ten thousand (10,000) square feet. A maximum of 1.5 parking spaces may provided per residential unit in the district.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","January 4, 2024, 2:08:02 PM PST",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,36033,"false","false","https://parkingreform.org/mandates-map/city_detail/CalumetCity_IL.html",41.616016,-87.5295837,"Calumet CityILUS","City Center","City Center","building",0.2,"Calumet City, IL","not_special_icon"
"Calumet Park","IL","US","The maximum parking permitted for any nonresidential use may not exceed the minimum parking space requirements by more than 10%, unless additional parking is granted by approval of the zoning board of appeals. The zoning board of appeals may reduce the parking requirements based upon a finding that there will be a lower demand for parking due to convenient municipal off-street parking or on-street spaces located along the site’s frontage, sidewalk connections to adjacent residential neighborhoods or employment centers, the availability of other forms of travel, such as transit or non-motorized transportation, or where a parking study demonstrates that another standard would be more appropriate.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,7025,"false","false","https://parkingreform.org/mandates-map/city_detail/CalumetPark_IL.html",41.6639076,-87.6575786,"Calumet ParkILUS","Citywide","Citywide All","city",0.2,"Calumet Park, IL","not_special_icon"
"Cambridge","MA","US","Cambridge City Council voted 8-1 in favor of eliminating all minimum parking requirements for residential and commercial developments citywide. It is the first city in MA to do so.

The Policy Order does require developers of buildings with 4+ housing units and buildings requiring special permits to submit a written rationale to the City explaining why they chose to include a certain number of parking spaces. 

It also requires the Community Development Department submit a report by 2025 detailing how many housing units and parking spaces have been added since this policy's passage, and any impacts on street parking availability. ","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Jessica Sheehan","Oct 24, 2022","November 28, 2023, 11:47:04 AM PST",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,117090,"false","true","https://parkingreform.org/mandates-map/city_detail/Cambridge_MA.html",42.3750997,-71.1056157,"CambridgeMAUS","Citywide","Citywide All","city",0.4,"Cambridge, MA","new_icon"
"Cambridge","NE","US","No off street parking or loading space is required for any use in the “C‐1” General Commercial District. ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1071,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_NE.html",40.2820371,-100.1660494,"CambridgeNEUS","City Center","City Center All","city",0.2,"Cambridge, NE","not_special_icon"
"Cambridge","IA","US","No off-street parking is required in the C-1 Commercial District, except for funeral homes, dwelling units, motels and gas stations.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,827,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_IA.html",41.8990768,-93.5294029,"CambridgeIAUS","City Center","City Center","building",0.2,"Cambridge, IA","not_special_icon"
"Cambridge","WI","US","Areas which are located in a fire district as designated on the official map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1638,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_WI.html",43.0036122,-89.0164995,"CambridgeWIUS","City Center","City Center All","city",0.2,"Cambridge, WI","not_special_icon"
"Cambridge","MN","US","Existing and new uses in existing buildings in the B-1 Central Business District are exempt from minimum parking requirements, except for all dwelling units.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9611,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_MN.html",45.5727408,-93.2243921,"CambridgeMNUS","City Center","City Center","building",0.2,"Cambridge, MN","not_special_icon"
"Cambridge","MD","US","Cambridge replaced minimums with maximums for all uses citywide in September 2021.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","Sep 13, 2021","May 10, 2024, 10:22:04 AM PDT",0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,13096,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_MD.html",38.5714624,-76.0763177,"CambridgeMDUS","Citywide","Citywide All","city",0.2,"Cambridge, MD","not_special_icon"
"Cambridge","OH","US","The CBD Central Business District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","June 4, 2024, 10:47:14 PM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10089,"false","false","https://parkingreform.org/mandates-map/city_detail/Cambridge_OH.html",40.031183,-81.5884561,"CambridgeOHUS","City Center","City Center All","city",0.2,"Cambridge, OH","not_special_icon"
"Camden","AR","US","The C-3 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10612,"false","false","https://parkingreform.org/mandates-map/city_detail/Camden_AR.html",33.5845582,-92.8343294,"CamdenARUS","City Center","City Center All","city",0.2,"Camden, AR","not_special_icon"
"Cameron","MO","US","No off-street parking is required in the “C-1” Central Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8513,"false","false","https://parkingreform.org/mandates-map/city_detail/Cameron_MO.html",39.7406116,-94.2376137,"CameronMOUS","City Center","City Center All","city",0.2,"Cameron, MO","not_special_icon"
"Campbell","OH","US","The C-1 Central Commercial District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","June 6, 2024, 3:50:13 PM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7852,"false","false","https://parkingreform.org/mandates-map/city_detail/Campbell_OH.html",41.0761424,-80.5932556,"CampbellOHUS","City Center","City Center All","city",0.2,"Campbell, OH","not_special_icon"
"Campbellsville","KY","US","The Central Business District (B-3) is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,11426,"false","false","https://parkingreform.org/mandates-map/city_detail/Campbellsville_KY.html",37.3433974,-85.3419069,"CampbellsvilleKYUS","City Center","City Center All","city",0.2,"Campbellsville, KY","not_special_icon"
"Campton Hills","IL","US","Bikeshare facilities with a minimum of 15 bicycles may be substituted for up to four automobile spaces or 5% of the required parking spaces, whichever is less. ","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","March 27, 2024, 10:55:22 AM PDT",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,10885,"false","false","https://parkingreform.org/mandates-map/city_detail/CamptonHills_IL.html",41.9361328,-88.3997579,"Campton HillsILUS","Citywide","Citywide All","city",0.2,"Campton Hills, IL","not_special_icon"
"Camrose","AB","CA","The City of Camrose approved Land Use Bylaw 3222-22 with an effective date of January 1, 2023. In addition to the 2018 elimination of parking minimums on 3 blocks of Main Street (50th Street) and the reduction of parking requirements for commercial uses in 2016 by up to 35%, the 2023 Land Use Bylaw reduces parking minimums on the remaining 28 commercial blocks in downtown by a further 50%.","Implemented","Eliminate Parking Minimums","Main Street/Special","All Uses","Aaron Leckie","","November 28, 2023, 11:47:03 AM PST",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,18742,"","","https://parkingreform.org/mandates-map/city_detail/Camrose_AB.html",53.013131,-112.840576,"CamroseABCA","Main Street","Main Street","city",0.2,"Camrose, AB","not_special_icon"
"Canada",,"CA","In exchange for funding from the new Permanent Transit Fund, cities would have to eliminate parking minimums within 800 meters of a frequent transit line.","Planned","Eliminate Parking Minimums","Regional","All Uses","","","April 3, 2024, 10:02:56 AM PDT",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,36991981,"false","false","https://parkingreform.org/mandates-map/city_detail/Canada.html",61.0666922,-107.991707,"CanadanullCA","Regional","NA","city",1,"Canada, null","not_special_icon"
"Canal Winchester","OH","US","Parking requirements are reduced for mixed-use developments in the Old Town Commercial District.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","June 4, 2024, 9:02:03 AM PDT",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,9107,"false","false","https://parkingreform.org/mandates-map/city_detail/CanalWinchester_OH.html",39.8428215,-82.805646,"Canal WinchesterOHUS","City Center","City Center","laptop",0.2,"Canal Winchester, OH","not_special_icon"
"Canandaigua","NY","US","There are no provisions that establish a minimum number of off-street parking spaces for development. However, certain development proposals are required to complete a parking demand analysis, which will assist in determining off-street parking spaces required. ","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Eric Cooper","Nov 16, 2020","November 28, 2023, 11:47:03 AM PST",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,10156,"","","https://parkingreform.org/mandates-map/city_detail/Canandaigua_NY.html",42.8858579,-77.2799761,"CanandaiguaNYUS","Citywide","Citywide All","city",0.2,"Canandaigua, NY","not_special_icon"
"Cannon Falls","MN","US","The Historic Downtown Overlay District is exempt from all parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","May 4, 2006","November 28, 2023, 11:47:05 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4220,"false","false","https://parkingreform.org/mandates-map/city_detail/CannonFalls_MN.html",44.5109025,-92.90084727,"Cannon FallsMNUS","City Center","City Center All","city",0.2,"Cannon Falls, MN","not_special_icon"
"Cañon City","CO","US","Nonresidential uses in the Central Business (CB) District are exempt from parking mandates as well as locally designated historic structures. Parking requirements may be reduced for on-street parking, bike parking, motorcycle parking, or through a fee in lieu of parking. Within the Riverfront districts, parking requirements are reduced by right and may be further reduced through bike parking, carshare, affordable housing or on-street parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","May 7, 2024, 10:01:38 AM PDT",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,17141,"false","false","https://parkingreform.org/mandates-map/city_detail/CañonCity_CO.html",38.4423644,-105.222494,"Cañon CityCOUS","City Center","City Center","building",0.2,"Cañon City, CO","not_special_icon"
"Canton","SD","US","Minimum parking requirements are not applicable to property in the CB Central Business District, except for residential uses which are authorized by a conditional use permit. ","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3066,"false","false","https://parkingreform.org/mandates-map/city_detail/Canton_SD.html",43.300858,-96.592707,"CantonSDUS","City Center","City Center","building",0.2,"Canton, SD","not_special_icon"
"Canton","OH","US","Minimum parking requirements may be reduced at the ratio of one (1) automobile off-street parking space for each six (6) bicycle spaces provided. The total number of required automobile off-street parking spaces may not be reduced by more than five percent (5%) however.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","January 2, 2024, 3:21:00 PM PST",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,70872,"false","false","https://parkingreform.org/mandates-map/city_detail/Canton_OH.html",40.7985464,-81.3749508,"CantonOHUS","Citywide","Citywide All","city",0.2,"Canton, OH","not_special_icon"
"Canton","IL","US","Lots in the B-3 Central Business District with a width of less than forty feet (40') and/or less than five thousand (5,000) square feet in area are exempted from off street parking requirements. Parking requirements are reduced for mixed uses citywide.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","January 4, 2024, 6:00:55 PM PST",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,13242,"false","false","https://parkingreform.org/mandates-map/city_detail/Canton_IL.html",40.5580945,-90.0351167,"CantonILUS","City Center","City Center All","city",0.2,"Canton, IL","not_special_icon"
"Canyon Lake","CA","US","ADUs are exempt from parking mandates when certain conditions are met to comply with state law.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Maya Luong","Apr 10, 2024","June 20, 2024, 5:44:08 PM PDT",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11082,"false","false","https://parkingreform.org/mandates-map/city_detail/CanyonLake_CA.html",33.6836539,-117.262615,"Canyon LakeCAUS","Citywide","Citywide","home",0.2,"Canyon Lake, CA","not_special_icon"
"Capac","MI","US","The CBD Central Business District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 12, 2024, 12:02:35 PM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1983,"false","false","https://parkingreform.org/mandates-map/city_detail/Capac_MI.html",43.0125274,-82.9279881,"CapacMIUS","City Center","City Center All","city",0.2,"Capac, MI","not_special_icon"
"Cape Canaveral","FL","US","On December 19, 2023, the city eliminated parking minimums for restaurants, bars, clubs, and lounges citywide.","Implemented","Eliminate Parking Minimums","Citywide","Commercial","Wes Morrison","Dec 19, 2023","January 22, 2024, 6:15:57 PM PST",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9912,"false","false","https://parkingreform.org/mandates-map/city_detail/CapeCanaveral_FL.html",28.391754,-80.608104,"Cape CanaveralFLUS","Citywide","Citywide","building",0.2,"Cape Canaveral, FL","not_special_icon"
"Cape Coral","FL","US","Parking requirements are reduced in the South Cape (SC) and Mixed-Use Bimini (MXB) districts. Parking maximums are set at 125% of the minimums.","Implemented","Reduce Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","February 12, 2024, 11:56:37 AM PST",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,194016,"false","false","https://parkingreform.org/mandates-map/city_detail/CapeCoral_FL.html",26.5625742,-81.9438802,"Cape CoralFLUS","City Center","City Center All","city",0.4,"Cape Coral, FL","not_special_icon"
"Cape Girardeau","MO","US","Uses and developments in the CBD, Central Business District, are not required to provide off-street parking facilities.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,39540,"false","false","https://parkingreform.org/mandates-map/city_detail/CapeGirardeau_MO.html",37.3034933,-89.5230357,"Cape GirardeauMOUS","City Center","City Center All","city",0.2,"Cape Girardeau, MO","not_special_icon"
"Carbondale","KS","US","No off-street parking or loading space is required for any use in the B-1 Local Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1352,"false","false","https://parkingreform.org/mandates-map/city_detail/Carbondale_KS.html",38.8186156,-95.6891498,"CarbondaleKSUS","City Center","City Center All","city",0.2,"Carbondale, KS","not_special_icon"
"Carbondale","IL","US","Uses in the NB Neighborhood, BPR Primary Business, or Retail Revitalization Overlay districts are exempt from parking mandates. Commercial developments citywide are eligible for reduced parking requirements in exchange for additional bicycle parking facilities.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","January 24, 2024, 9:55:11 AM PST",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,25083,"false","false","https://parkingreform.org/mandates-map/city_detail/Carbondale_IL.html",37.7274692,-89.216655,"CarbondaleILUS","City Center","City Center All","city",0.2,"Carbondale, IL","not_special_icon"
"Cardington","OH","US","Small scale restaurants, retail uses, manufacturing plants, and furniture and appliance stores are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","Citywide","Commercial","Samuel Deetz","","June 10, 2024, 10:45:40 AM PDT",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2051,"false","false","https://parkingreform.org/mandates-map/city_detail/Cardington_OH.html",40.5004881,-82.8942351,"CardingtonOHUS","Citywide","Citywide","building",0.2,"Cardington, OH","not_special_icon"
"Carlisle","IA","US","The C-3 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4160,"false","false","https://parkingreform.org/mandates-map/city_detail/Carlisle_IA.html",41.4986831,-93.4867511,"CarlisleIAUS","City Center","City Center All","city",0.2,"Carlisle, IA","not_special_icon"
"Carlsbad","NM","US","Parking requirements may be reduced when a use is located near transit or within the C-1 commercial district where on-street parking is available.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide, Transit Oriented","All Uses","Samuel Deetz","","February 21, 2024, 9:32:53 AM PST",0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,32238,"false","false","https://parkingreform.org/mandates-map/city_detail/Carlsbad_NM.html",32.4257456,-104.237612,"CarlsbadNMUS","Citywide","Citywide All","city",0.2,"Carlsbad, NM","not_special_icon"
"Carlyle","IL","US","Minimum Parking Requirements are not applicable to ""B-1"" Business Districts.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3222,"false","false","https://parkingreform.org/mandates-map/city_detail/Carlyle_IL.html",38.6103264,-89.3725796,"CarlyleILUS","City Center","City Center","building",0.2,"Carlyle, IL","not_special_icon"
"Carmel","IN","US","Parking requirements are reduced in the UR Urban Residential, UC Urban Core, and MC Meridian Corridor districts and may be further reduced when located near a transit hub.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,99757,"false","false","https://parkingreform.org/mandates-map/city_detail/Carmel_IN.html",39.9784186,-86.1283681,"CarmelINUS","City Center","City Center All","city",0.2,"Carmel, IN","not_special_icon"
"Carnegie","PA","US","Uses in Commercial Districts which are bounded by Mansfield, Kinney Street, Third Avenue, Williams Street and Broadway are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","June 21, 2024, 1:57:06 PM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8134,"false","false","https://parkingreform.org/mandates-map/city_detail/Carnegie_PA.html",40.4086802,-80.0833885,"CarnegiePAUS","City Center","City Center All","city",0.2,"Carnegie, PA","not_special_icon"
"Carol Stream","IL","US","Unless otherwise approved by the Community Development Director, the maximum permitted number of accessory off-street parking spaces is an additional 20% beyond the minimum requirement. ","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,39854,"false","false","https://parkingreform.org/mandates-map/city_detail/CarolStream_IL.html",41.9125286,-88.1347927,"Carol StreamILUS","Citywide","Citywide All","city",0.2,"Carol Stream, IL","not_special_icon"
"Carrboro","NC","US","On October 24, 2023, Carrboro removed residential parking requirements and replaced them with parking maximums across all zoning districts except the WR Watershed District.","Passed","Eliminate Parking Minimums, Parking Maximums","Citywide","Residential","Patrick McDonough","Oct 24, 2023","March 7, 2024, 1:25:51 PM PST",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,21295,"false","false","https://parkingreform.org/mandates-map/city_detail/Carrboro_NC.html",35.9099875,-79.0752876,"CarrboroNCUS","Citywide","Citywide","home",0.2,"Carrboro, NC","not_special_icon"
"Carrington","ND","US","Parking requirements are reduced within the Downtown Commercial District.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2080,"false","false","https://parkingreform.org/mandates-map/city_detail/Carrington_ND.html",47.44972,-99.126224,"CarringtonNDUS","City Center","City Center","building",0.2,"Carrington, ND","not_special_icon"
"Carroll","IA","US","The “B-3” Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10321,"false","false","https://parkingreform.org/mandates-map/city_detail/Carroll_IA.html",42.0651109,-94.8666108,"CarrollIAUS","City Center","City Center All","city",0.2,"Carroll, IA","not_special_icon"
"Carroll","OH","US","Parking requirements are reduced for nonresidential uses in the VC Village Center District.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","June 4, 2024, 9:26:55 AM PDT",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,501,"false","false","https://parkingreform.org/mandates-map/city_detail/Carroll_OH.html",39.799135,-82.701861,"CarrollOHUS","City Center","City Center","building",0.2,"Carroll, OH","not_special_icon"
